id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
112,5.34,11.26,7.09,8.29,13.71,20.16,21.53,0.04,0.07,0.14,0.17,8.19,-2.27,2.78,0.94,0.56,3.28,11.83,0.57,-1.11,2.82,0.39,0.52,-0.77,1.02,0.44,0.01,0.51,N
113,6.48,10.13,6.02,9.55,39.67,62.89,68.24,0.05,0.06,0.03,0.03,1.96,-9.24,20.53,0.99,0.52,49,10.56,0.5,-2.21,2.87,0.37,0.49,-1.26,0.64,-0.11,0.02,0.59,N
114,6.89,12.56,9.8,8.09,26.26,22.73,26.56,0.03,0.05,0.05,0.04,0.46,26.4,4.25,1.08,0.48,13.15,-4.69,0.44,-0.37,-3.55,0.33,0.47,-0.98,0.65,0.56,0.01,0.57,N
115,5.75,11.14,7.96,12.83,21.26,52.36,61.58,0.04,0.06,0.09,0.2,0.9,-5.69,2.49,0.43,0.57,2.98,-4.17,0.58,0.9,-4,0.36,0.38,-0.4,1.06,1.05,0.02,0.6,N
116,4.25,7.83,8.98,8.2,24.58,20.17,20.95,0.08,0.04,0.08,0.05,0.44,-1.17,1.15,0.41,0.55,1.04,2.79,0.4,-2.37,4.43,0.44,1,0.47,0.78,-0.13,0.01,0.6,N
117,5.79,15.19,7.35,7.29,29.21,24.84,23.66,0.05,0.13,0.13,0.13,1.94,-5.19,-20.88,2,0.59,111.84,-0.94,0.35,1.78,2.07,0.45,0.66,0.57,0.82,0.89,0.01,0.51,N
118,6.71,13.86,9.44,9.39,42.9,239.15,200.6,0.04,0.06,0.09,0.06,0.77,-9.59,3.5,1.38,0.65,3.33,-2.71,0.59,-0.14,69.42,0.85,0.7,-0.34,1.41,1.03,0.02,0.63,N
119,-0.26,13.15,10.03,8.46,22.57,35.98,24.79,0.05,0.06,0.03,0.04,1.56,-5.54,1.81,0.88,0.6,2.85,5.29,0.6,1.17,10.62,0.48,0.48,-1.42,1.92,0.95,0.02,0.61,N
120,6.31,30.42,8.95,7.77,45.5,489.68,498.03,0.05,0.05,0.11,0.04,0.97,56.29,13.85,0.45,0.5,18.87,-11,0.49,1.66,-1.17,0.43,0.5,-0.66,0.5,0.53,0.01,0.52,N
121,5.71,24.27,10.57,6.09,50.91,113.69,43,0.04,0.04,0.05,0.05,1.18,11.67,5.26,0.91,0.48,141.71,-10.45,0.49,-0.82,-0.82,0.4,0.49,-0.97,1.06,0.7,0.02,0.64,N
122,12.88,12.12,8.54,10.1,15.08,42.54,101.98,0.03,0.04,0.03,0.04,1.47,-3.92,-202.26,0.62,0.46,71.65,3.19,0.36,-0.88,-0.97,0.43,0.14,-1.01,2.29,-0.17,0.01,0.63,N
123,14.28,11.68,12.71,8.1,24.3,45.72,35.27,0.21,0.05,0.05,0.04,4.56,-2.27,3.71,1.25,0.56,3.01,2.21,0.58,-0.52,-2.59,0.39,0.56,-0.78,1.74,0.45,0.01,0.63,N
124,6.01,27.25,16.5,10.92,41.67,43.35,46.64,0.07,0.04,0.04,0.07,0.46,-2.74,4.21,0.82,0.6,3.5,10.7,0.51,1.1,14.65,0.51,0.53,-0.33,1.39,0.62,0.02,0.54,N
125,9.69,20.54,10.37,11.15,16.92,32.29,37.57,0.07,0.27,0.08,0.08,0.67,-1.64,9.79,0.83,0.58,2.51,-3.23,0.45,1.41,8.27,0.43,0.52,-0.1,1.47,0.26,0.01,0.47,N
126,6.14,42.59,8.68,7.91,22.33,177.24,282.44,0.04,0.06,0.05,0.03,9.25,6.26,-134.66,0.77,0.5,-9.78,-22.95,0.48,1.2,5.21,0.46,0.46,-1.31,0.82,0.6,0.02,0.62,N
127,4.84,14.88,6.93,10.07,14.68,30.61,30.74,0.04,0.05,0.04,0.04,1.37,-1.98,1.14,1.68,0.63,1.63,1.3,0.65,1.23,2.43,0.47,0.58,-0.61,0.82,-0.15,0.01,0.39,N
128,-0.48,17.35,13.26,16.26,12.95,36.31,39.96,0.05,0.05,0.05,0.06,1.73,-5.32,2.76,0.68,0.63,4.14,3.24,0.59,1.44,0.79,0.42,0.53,-0.6,1.39,0.72,0.02,0.62,N
129,5.15,10.36,7.2,6.9,40.34,22.68,26.46,0.04,0.05,0.05,0.06,2.02,-4.75,43.79,0.76,0.53,33.84,-28.77,0.55,-1.44,4.23,0.38,0.55,-0.97,0.7,0.42,0.02,0.56,N
130,6.01,14.6,6.91,10.61,20.04,62.28,66.01,0.04,0.06,0.04,0.05,81.09,-5.52,11.41,1.01,0.64,340.4,-18.1,0.54,1.52,7.82,0.4,0.54,-0.95,1.2,0.62,0.02,0.57,N
131,6.07,15.41,19.13,22.47,10.82,167.16,94.51,0.07,0.06,0.04,0.04,0.74,-8.95,-5.39,0.7,0.41,-3.33,-2.17,0.3,0.22,-9.76,0.38,0.45,-0.61,2.08,0.58,0,0,N
132,14.17,23.97,10.8,10.63,27.71,31.67,23.54,0.05,0.06,0.4,0.09,3.18,-2.14,1.51,0.6,0.59,1.72,0.9,0.51,-0.42,-5.8,0.33,0.36,-0.56,1.34,0.69,0.01,0.63,N
133,6.58,31.51,9.09,6.98,22.64,55.66,41.91,0.1,0.05,0.05,0.06,0.76,-6.04,5.67,0.75,0.56,9.51,-7.57,0.57,-0.51,-2.27,0.36,0.55,-0.84,0.95,0.66,0.01,0.52,N
134,4.96,14.55,7.48,9.18,15.95,29.53,28.94,0.04,0.07,0.06,0.09,0.91,-2.07,11.8,0.66,0.62,4.58,-125.26,0.54,1.88,16.55,0.47,0.53,-0.8,1.35,0.76,0.02,0.54,N
135,12.65,14.59,53.43,8.45,203.64,74.08,89.16,0.07,0.04,0.08,0.06,0.37,-1.84,1.15,1.73,0.54,1.26,2.2,0.45,-0.74,-2.27,0.41,0.43,-0.28,1.59,-0.34,0.01,0.4,N
136,6.64,10.81,8.04,8.62,24.74,24.1,32.7,0.04,0.04,0.04,0.04,1.54,-4.16,4.12,0.64,0.64,4.11,16.15,0.57,1.05,9.24,0.52,0.49,-0.89,0.38,0.56,0.02,0.56,N
137,6.86,15.89,11.35,9.47,12.1,38.6,40.92,0.11,0.04,0.05,0.05,1,-4.3,5.5,1.03,0.57,5.78,7.41,0.53,1.58,3.43,0.42,0.48,-1.26,0.29,0.54,0.01,0.64,N
138,5.56,26.61,8.55,10.78,26.24,37.02,48.5,0.05,0.05,0.06,0.05,0.69,-101.99,-3.18,0.32,0.6,-5.82,-7.86,0.51,1.24,9.02,0.5,0.55,-0.81,0.7,0.62,0,0,N
139,4.76,13.88,5.94,10.78,9.86,34.67,31.59,0.05,0.04,0.04,0.04,1.04,-2.77,4.07,0.84,0.61,6.04,11.98,0.51,1.31,5.6,0.5,0.61,-1.04,1.07,0.28,0.01,0.63,N
140,-1.41,33.88,10.73,14.48,17.59,36.87,56.64,0.07,0.07,0.05,0.06,0.76,-19.13,10.93,1.07,0.51,20.88,-12.34,0.53,1.47,3.46,0.47,0.57,-0.55,0.62,0.27,0.01,0.58,N
141,13.52,22.42,9.21,6.82,43.15,52.25,82.49,0.05,0.05,0.04,0.04,5.16,-3.01,4.05,1.01,0.64,4.26,2.39,0.61,1.16,6.43,0.41,0.54,-1.17,1.05,0.59,0.02,0.63,N
142,5.49,10.79,9.19,13.65,18.77,35.71,33.56,0.06,0.03,0.06,0.14,1.5,-8.26,8.89,0.68,0.56,22.54,-10.16,0.53,1.19,-3.04,0.35,0.48,-0.88,1.34,1.04,0.02,0.58,N
143,3.04,16.14,8.73,10.08,15.11,45.78,42.25,0.03,0.05,0.03,0.03,3.67,-2.51,3.67,1.29,0.58,4.15,10.37,0.2,1.39,12.82,0.44,0.74,1.46,0.28,0.52,0.01,0.5,N
144,3.72,12.61,6.34,8.25,27.53,112.67,131.58,0.04,0.09,0.05,0.05,1.96,4.17,3.62,1.23,0.58,104.08,7.98,0.53,0.33,22.02,0.72,0.5,-0.94,1.08,0.04,0.01,0.58,N
145,14.67,12.93,10.71,11.93,13.26,68.58,86.37,0.03,0.05,0.06,0.09,0.39,-1.31,2.88,0.58,0.51,1.88,3.04,0.51,-0.69,-0.73,0.37,0.62,-0.05,1.43,-0.03,0.01,0.6,N
146,-0.64,16.36,9.72,9.94,14.3,58.77,48.45,0.07,0.05,0.11,0.04,1.65,-72.99,6.11,0.99,0.6,20.18,239.86,0.52,1.14,8.04,0.47,0.5,-1.28,0.7,0.67,0.02,0.64,N
147,6.05,26.55,6.64,14.61,18.07,74.73,60.64,0.1,0.06,0.06,0.06,0.74,46.46,-17.24,0.7,0.57,-34.58,-4.26,0.5,-0.91,0.44,0.38,0.54,-0.72,0.99,0.6,0.02,0.02,N
148,4.3,15.9,10.2,8.07,21.9,44.04,45.02,0.06,0.04,0.05,0.05,0.99,-2.09,1.26,2.4,0.45,1.84,4.37,0.55,1.79,3.62,0.47,0.5,-0.43,1.09,0.51,0.01,0.61,N
149,5.98,12.97,7.03,7.25,19.37,24.53,20.19,0.04,0.04,0.11,0.05,1.8,-29.39,12.98,0.82,0.51,36.62,-11.74,0.52,-0.81,0.01,0.38,0.5,-0.62,0.45,0.35,0.01,0.52,N
150,4.85,14.48,7.32,9,10.09,33.72,26.29,0.04,0.07,0.04,0.03,10.28,-16.83,5.56,0.86,0.63,62.71,28.76,0.57,1.05,5.91,0.58,0.53,-0.83,1.01,0.04,0.02,0.57,N
151,4.62,14.33,6.51,8.39,24.26,34.05,32.23,0.05,0.04,0.03,0.04,4.97,-4,65.47,0.33,0.55,44.69,4.08,0.53,0.17,-12.09,0.3,0.44,-1.37,1.54,0.88,0.01,0.48,N
152,5.25,23.75,17.76,13.13,15.4,42.63,36.58,0.09,0.04,0.1,0.06,0.69,-1.75,2.02,1.13,0.52,1.89,5.81,0.52,1.35,-1.58,0.46,0.36,-0.4,1.68,0.8,0.02,0.64,N
153,4.34,29.96,10.5,10.57,70.39,78.77,81.98,0.11,0.08,0.03,0.04,1.11,-8.57,1.67,1.16,0.66,3.73,1.98,0.59,1.16,3.91,0.43,0.51,-0.68,1.45,0.32,0.02,0.6,N
154,8.3,22.54,6.78,13.95,23.66,40.68,36.38,0.07,0.04,0.04,0.05,1.89,16.17,15.58,0.8,0.54,-21.46,-4.84,0.54,1.39,6.3,0.48,0.55,-1.11,1.35,0.98,0.01,0.52,N
155,7.53,31.59,7.85,10.09,17.32,58.34,28.5,0.07,0.06,0.04,0.04,1.13,128.73,7.33,0.81,0.57,32.43,-4.03,0.52,1.5,7.97,0.47,0.61,-1.02,1.01,0.66,0.02,0.59,N
156,15.65,77.9,7.89,15.48,16.78,38.81,51.95,0.06,0.14,0.08,0.08,1.82,-2.07,-6.65,0.41,0.58,10.66,7.99,0.53,-1.18,3.34,0.39,0.6,-1.43,1.98,0.81,0.02,0.64,N
157,5.68,17.9,7.66,7.62,9.54,56.32,30.35,0.07,0.04,0.04,0.04,1.03,-13.21,41.32,0.7,0.54,33.35,9.54,0.53,1.58,-1.64,0.44,0.51,-0.65,1.11,0.07,0.01,0.61,N
158,5.88,13.96,10.44,16.12,29.93,77.59,66.8,0.09,0.04,0.04,0.04,0.47,3.48,303.7,0.51,0.47,-9.86,-4.66,0.52,1.76,-3.82,0.45,0.48,-0.53,0.81,0.52,0.02,0.62,N
159,5.13,21.04,9.59,12.24,13.3,190.77,110.78,0.05,0.13,0.13,0.13,0.69,-2.95,43.39,1.56,0.53,6.06,-1.35,0.36,1.46,6.28,0.51,0.66,0.7,0.67,0.5,0.01,0.48,N
160,5.5,19.48,14.9,14.4,16.91,34.51,33.79,0.12,0.09,0.08,0.07,0.57,-3.23,2.84,1.19,0.53,3.68,-16.6,0.44,1.11,1.3,0.42,0.39,-0.67,1.87,0.34,0.01,0.55,N
161,4.57,18.2,11.66,8.42,44.64,241.44,346.38,0.03,0.07,0.06,0.03,0.58,-120.85,1.72,0.8,0.46,4.84,-449.38,0.49,1.82,7.69,0.45,0.68,-0.4,1.21,0.38,0.02,0.63,N
162,6.8,10.42,8.66,34.69,21.95,193.27,97.09,0.04,0.06,0.08,0.04,0.89,18.16,36.57,0.87,0.5,15.13,-4.29,0.47,1.01,14.02,0.56,0.49,-0.67,1.3,0.77,0.02,0.67,N
163,5.32,159.76,7.11,59.64,11.24,533.35,391.31,0.06,0.05,0.04,0.06,0.73,-65.19,3.37,0.82,0.55,7.51,25.91,0.54,0.86,5.03,0.46,0.51,-0.51,1.21,0.74,0.02,0.63,N
164,-0.75,23.16,8.72,11.37,34.19,198.97,63.48,0.05,0.07,0.09,0.24,0.99,-6.75,5.78,0.51,0.62,7.44,-33.28,0.56,0.51,-12.49,0.38,0.39,-0.53,1.16,0.58,0.02,0.65,N
165,6.36,15.77,6.6,6.64,14.14,77.09,53.05,0.04,0.03,0.12,0.06,6.82,-45.9,-19.74,0.59,0.53,-16.72,-9.24,0.53,1.54,7.23,0.5,0.55,-1.04,0.84,0.29,0.01,0.6,N
166,0.03,19.38,8.83,11.25,23.36,32.24,29.52,0.03,0.04,0.07,0.04,1.64,-2.32,5.39,0.73,0.56,3.45,2.5,0.62,-1.94,7.47,0.42,0.57,-0.94,1.53,0.64,0.02,0.63,N
167,-0.47,21.23,11.15,16.62,18.67,36.01,51.85,0.06,0.06,0.06,0.07,1.52,-0.62,5.14,0.99,0.44,2.19,1.95,0.61,-0.54,-3.03,0.42,0.56,-0.96,1.88,0.69,0.01,0.61,N
168,-0.92,16.96,9.98,12.19,16.24,103,139.25,0.06,0.05,0.07,0.04,1.71,-5.68,2.79,0.75,0.55,3.85,-2.52,0.53,0.79,35.97,0.63,0.49,-0.39,1.25,1.03,0.01,0.47,N
169,13.06,9.88,14.93,9.91,16.9,17.84,21.18,0.08,0.04,0.04,0.04,1,-3.67,3.31,1.22,0.56,4.13,-39.21,0.43,0.85,7.46,0.56,0.49,-0.85,1.62,0.07,0.01,0.63,N
170,5.59,25.37,13,8.8,50.3,44.86,51.02,0.17,0.06,0.1,0.06,0.66,-4.16,-32.95,0.86,0.55,8.62,-2.84,0.54,1.19,8.15,0.48,0.52,-0.77,1.15,0.95,0.01,0.57,N
171,4.75,16.18,14.43,8.47,24.08,46.3,38.23,0.17,0.06,0.04,0.06,1.15,-1.45,2.47,1.22,0.53,2.16,4.98,0.44,-1.61,4.61,0.43,0.39,-1.08,2.23,0.49,0.01,0.64,N
172,6.61,28.93,8.03,10.32,11.69,28.14,20.42,0.04,0.05,0.04,0.05,0.95,-2.37,9.12,0.84,0.56,4.46,-18.08,0.55,-1.43,4.56,0.38,0.74,-0.71,1.02,0.69,0.02,0.63,N
173,6.36,31.11,9.84,11.03,11.78,36.22,25.84,0.1,0.04,0.05,0.04,1.65,-18.98,10.34,1.21,0.6,16.44,-93.47,0.49,0.83,19.53,0.62,0.61,-1.54,0.58,0.48,0.02,0.53,N
174,5.6,26.21,10.81,9.5,12.35,101.33,82.41,0.05,0.03,0.04,0.03,1.87,5.17,-5.15,0.4,0.52,-4.91,-2.18,0.52,1.32,-1.64,0.37,0.46,-0.83,0.98,0.77,0.02,0.58,N
175,4.6,17.66,9.91,9.93,40.38,44.27,41.81,0.07,0.04,0.03,0.06,6.12,-3.04,-28.35,0.97,0.61,15.27,17,0.52,1.72,6.54,0.47,0.58,-0.92,0.81,0.28,0.02,0.59,N
176,14.31,22.49,7.31,6.87,17.71,29.73,43.87,0.04,0.03,0.07,0.03,5.31,-2.89,8.17,0.87,0.59,7.54,21.05,0.44,-0.97,1.78,0.39,0.57,-1.96,1.23,0.67,0.02,0.64,N
177,5.27,40.3,8.14,6.14,29.55,31.37,33.96,0.06,0.06,0.04,0.05,0.7,-11.29,3.86,0.52,0.59,5.88,4.19,0.5,1.35,6.65,0.47,0.5,-0.39,1.08,0.4,0.02,0.6,N
178,8.55,15.16,18.48,24.2,117.81,128.97,69.04,0.15,0.11,0.06,0.07,0.65,-3.29,-9.11,0.71,0.57,-26.3,-3.85,0.47,-1.11,0.51,0.39,0.54,-0.65,1.82,0.54,0.02,0.6,N
179,6.19,23.2,7.81,9.52,20.57,42.6,47.44,0.05,0.05,0.03,0.05,0.4,17.33,15.93,0.5,0.51,-90.39,-4.73,0.47,1.71,3.73,0.43,0.48,-0.7,1.16,0.44,0.01,0.64,N
180,5.12,22.46,8.31,13.93,32.61,45.56,56.04,0.04,0.06,0.09,0.05,3.03,-4.99,13.6,0.73,0.51,8.09,-16.87,0.52,1.12,12.14,0.51,0.53,-0.43,0.49,0.82,0,0,N
181,-1.04,34.87,7.3,12.96,13.04,49.21,42.24,0.05,0.04,0.06,0.16,0.93,-3,-5.22,0.59,0.44,26.43,-17.78,0.49,-0.47,-1.63,0.38,0.52,-0.46,0.45,0.7,0.01,0.65,N
182,-2.82,15.91,10.72,8.72,15.94,18.41,23.72,0.04,0.05,0.04,0.05,1.03,-1.41,1.42,2.11,0.56,1.55,2.77,0.52,-1.88,2.49,0.45,0.59,-0.22,1.56,-0.14,0.01,0.63,N
183,6.21,14.75,7.58,7.27,11.25,24.43,21.77,0.03,0.05,0.04,0.06,6.11,-1.68,16.74,1.06,0.64,6.09,21.8,0.55,1.77,12.58,0.46,0.59,-0.54,1.42,0.63,0.01,0.65,N
184,5.71,10.57,8.92,9.76,53.09,30.71,26.21,0.16,0.03,0.31,0.12,13.95,-7.95,-6.02,0.4,0.58,-8.85,-13.75,0.54,1.32,2.91,0.44,0.51,-1.14,1.48,0.76,0.02,0.62,N
185,5.06,12.28,8.66,8.57,20.8,40.53,30.79,0.03,0.04,0.07,0.06,1.59,-3.08,2.54,1.18,0.56,3.23,4.59,0.51,-0.55,-2.69,0.37,0.5,-1.27,0.32,0.32,0.02,0.63,N
186,6.82,18.53,8.66,12.6,26.62,69.18,65.71,0.04,0.06,0.04,0.03,1.07,-6.87,28.51,0.56,0.47,8.83,-16.48,0.51,1.43,5.21,0.45,0.48,-0.6,1.48,0.75,0.02,0.6,N
187,14.08,25.58,6.9,12.91,23.74,79.05,46.62,0.03,0.04,0.05,0.04,0.77,-9.07,-16.07,0.79,0.54,-25.92,28.26,0.51,-0.89,-0.38,0.41,0.47,-1.01,1.2,0.21,0.02,0.57,N
188,6.2,10.97,8.05,8.14,22.02,33.39,45.02,0.05,0.05,0.03,0.05,95.28,-11.65,6.83,1.27,0.57,-28.09,6.07,0.48,1.45,6.3,0.49,0.57,-2.08,1.21,0.36,0.01,0.64,N
189,17.29,14.59,11.4,7.98,24.62,23.75,20.87,0.09,0.04,0.26,0.09,0.74,-7.64,12.64,0.68,0.48,15.9,-6.64,0.52,-0.48,-4.52,0.35,0.5,-0.53,1.1,0.69,0.02,0.65,N
190,5.27,29.31,7.49,8.76,17.98,59.58,34.9,0.04,0.04,0.04,0.04,1,-4.24,7.59,1.06,0.54,8.42,5.52,0.43,-0.99,-0.81,0.34,0.59,-1.24,0.39,0.38,0.02,0.6,N
191,-1.01,27.47,9.96,10.35,13.03,51.67,46.92,0.04,0.05,0.06,0.07,2.18,-5.11,1.94,0.83,0.56,3.22,2.94,0.61,1.51,7.67,0.41,0.49,-1.46,1.02,0.26,0.01,0.48,N
192,5.85,26.3,6.87,7.08,9.29,97.11,110.31,0.03,0.05,0.03,0.06,1.11,7.2,14.22,0.89,0.5,-44.48,-73.61,0.49,1.34,6.29,0.51,0.37,-1.35,0.58,0.28,0.02,0.56,N
193,5.86,24.51,7.47,7.46,10.11,145.48,149.93,0.03,0.03,0.04,0.06,1.2,-18.56,-51.31,0.45,0.55,-10.01,-25.22,0.5,-1.16,1.99,0.33,0.47,-1.38,1.03,-0.15,0.01,0.46,N
194,5.24,15.07,14.99,8,22.81,79.61,74.66,0.07,0.04,0.1,0.15,0.58,33.72,2.08,1.24,0.58,5.47,-9.76,0.53,1.24,11.71,0.49,0.53,-0.82,1.1,0.59,0,0.57,N
195,17.05,20.03,7.1,9.85,19.89,154.64,82.49,0.04,0.04,0.1,0.05,0.67,-3.33,3.6,1.52,0.5,3.69,-422.05,0.41,1.81,6.31,0.48,0.6,-0.54,0.35,0.61,0.02,0.6,N
196,7.85,31.41,8.87,10.16,14.17,33.72,38.77,0.04,0.04,0.12,0.11,1.06,-24.53,0.96,1.69,0.54,2.28,3.99,0.57,1.41,8.37,0.44,0.48,-0.42,1.12,0.03,0.01,0.62,N
197,8.57,23.57,11.37,7.81,17.28,109.37,90.94,0.24,0.03,0.03,0.03,2.67,-1.09,0.43,0.22,0.46,0.66,1.01,0.59,3.26,10.43,0.23,0.41,0.49,0.51,-0.11,0.01,0.36,N
198,6.07,26,9.5,8.84,25.79,1411.84,467.26,0.04,0.04,0.16,0.12,1.83,6.66,2.41,-0.16,0.52,10.3,-3.3,0.47,-0.79,-1.44,0.42,0.41,-0.79,1.87,0.51,0.03,0.03,N
199,5.85,17.22,9.95,9.42,31.21,32.75,25.12,0.05,0.06,0.05,0.04,0.55,-13.15,-37.87,0.71,0.53,18.23,-54.6,0.53,1.16,11.62,0.56,0.51,-0.71,1.31,0.51,0.01,0.64,N
200,5.52,38.32,8.81,16.6,33.47,38.61,62.29,0.06,0.07,0.09,0.1,0.44,-1.62,10.56,0.81,0.53,2.62,18.91,0.48,-0.93,-0.19,0.4,0.5,-0.21,1.55,0.4,0.01,0.63,N
201,4.39,13.82,9.12,7.75,17.29,130.55,164.3,0.03,0.04,0.03,0.03,1.52,-3.45,13.26,0.73,0.55,7.71,11.93,0.35,1.35,3.35,0.42,0.51,-1.98,0.56,0.44,0.01,0.61,N
202,4.43,22.3,11.76,7.72,9.36,76.6,85.43,0.07,0.04,0.04,0.05,0.56,-19.08,11.54,1.02,0.53,35.3,-3.75,0.44,1.07,21.16,0.61,0.45,-0.53,0.6,0.7,0.01,0.6,N
203,13.52,29.94,10.09,10.97,30.72,35.2,36.93,0.05,0.11,0.03,0.03,0.55,-11.32,4.56,1.03,0.62,7.66,13.81,0.57,1.39,10.43,0.56,0.65,-0.98,0.91,-0.08,0.01,0.6,N
204,5.62,29.34,7.43,6.1,18.77,379.72,363.3,0.05,0.15,0.06,0.07,0.73,-23.9,3.16,1.13,0.47,7.7,-15.78,0.48,1.74,4.77,0.46,0.61,-0.7,1.68,0.8,0.02,0.64,N
205,-0.94,91.11,9.17,9.66,21.96,233.98,129.96,0.04,0.05,0.05,0.05,0.73,-7.47,-10.9,0.84,0.61,-137.13,-9.6,0.5,1.27,5.64,0.51,0.56,-0.72,0.97,0.49,0.02,0.57,N
206,5.9,11.32,11.49,7.8,21.23,20.63,27.89,0.09,0.2,0.06,0.04,0.76,-10.33,14.57,0.52,0.54,16.61,8.16,0.47,1.6,-1.33,0.43,0.45,-0.46,1.6,0.62,0.02,0.65,N
207,-0.43,14.76,6.61,7.21,23.65,36.9,34.39,0.04,0.06,0.05,0.05,0.69,-3.37,11.83,1.2,0.54,5.92,10.09,0.5,1.54,4.41,0.48,0.57,-0.93,0.9,0.38,0.01,0.52,N
208,4.94,19.96,10.06,8.07,19.39,38.1,34.88,0.05,0.07,0.06,0.08,0.69,-2.89,14.78,0.67,0.6,5.96,-16.82,0.55,-0.37,-3.52,0.39,0.44,-0.57,1.5,0.66,0.02,0.61,N
209,14.15,19.96,7.2,9.71,17.81,78.28,73.04,0.04,0.05,0.03,0.03,2.28,42.88,3.54,1.15,0.57,10.66,4.05,0.52,-0.89,-0.78,0.41,0.49,-0.93,1.77,0.18,0.02,0.63,N
210,5.06,46.11,11.6,8.2,25.53,67.37,48.33,0.05,0.03,0.07,0.04,2.93,-2.48,3.69,0.97,0.46,5.91,2.31,0.37,-1.15,-0.61,0.41,0.61,-0.89,1.96,0.64,0.01,0.62,N
211,4.35,130.65,9.86,9.66,29.25,28.23,25.52,0.04,0.05,0.03,0.04,1.91,-3.18,5.76,0.98,0.51,5.35,10.8,0.51,-0.74,-0.73,0.31,0.57,-0.94,0.68,0.55,0.01,0.63,N
212,5.79,12.52,14.55,9.13,43.87,26.28,27.69,0.06,0.04,0.07,0.06,0.74,-42.91,-5.36,0.24,0.53,-9.88,-9.43,0.51,-0.14,-7.14,0.36,0.47,-0.79,0.68,0.43,0.02,0.6,N
213,16.67,27.14,8.36,5.94,12.85,58.18,83.32,0.04,0.03,0.05,0.05,2.69,129.66,10.9,0.22,0.55,-16.34,5.25,0.49,-1.13,3.05,0.36,0.42,-1.62,1.15,0.81,0.02,0.58,N
214,4.07,42.2,8.3,24.83,48.5,44.86,68.05,0.03,0.04,0.04,0.04,0.54,-4.06,2.31,1.81,0.53,3.01,9.85,0.49,2.19,3.26,0.4,0.64,-0.46,0.33,0.34,0.01,0.6,N
215,-0.21,76.8,10.26,19.67,17.24,111.1,162.17,0.05,0.13,0.04,0.04,0.33,-63.51,9.9,0.95,0.51,6.61,-3.61,0.46,1.39,17.97,0.5,0.65,-0.19,0.91,0.52,0.02,0.55,N
216,14.12,9.4,8.4,9.75,32.27,17.77,18.4,0.05,0.05,0.1,0.12,0.98,-4.74,11.03,1.12,0.51,8.87,-17.67,0.51,1.32,1.42,0.35,0.55,-0.55,0.65,0.68,0.01,0.56,N
217,6.45,25.92,7.53,6.77,61.61,347.23,193.46,0.06,0.04,0.05,0.05,0.55,-4.25,4.41,1.16,0.46,4.23,-4.79,0.49,-1.4,1.06,0.4,0.66,-0.49,1.36,0.86,0.02,0.65,N
218,-0.26,19.54,7.61,8.43,36.94,40.12,67.47,0.05,0.05,0.04,0.04,1.92,-102.02,-9.14,0.52,0.61,-8.78,8.42,0.51,1.33,6.7,0.51,0.56,-1.11,1.31,0.39,0.02,0.63,N
219,-0.63,14.94,8.84,10.68,32.8,83.89,69.88,0.04,0.07,0.04,0.04,0.56,23.22,7.11,0.59,0.46,15.88,-5.53,0.5,0.11,-7.85,0.35,0.48,-0.49,1.52,0.58,0.02,0.62,N
220,5.35,28.53,10.27,6.23,28.42,154.04,45.46,0.03,0.04,0.03,0.04,1.14,2.55,-1.99,-0.05,0.48,-2.03,-1.44,0.48,1.25,6.23,0.5,0.51,-1.26,0.77,1.05,0.01,0.52,N
221,5.72,29.27,8.89,7.44,18.81,40.02,44.68,0.04,0.05,0.05,0.17,1.09,-28.68,2.53,1.38,0.53,7.43,-7.82,0.5,-0.94,0.77,0.42,0.47,-0.72,0.89,0.5,0.02,0.62,N
222,5.8,26.15,6.14,15.78,15.97,62.42,61.93,0.14,0.03,0.04,0.04,0.89,-2.52,4.25,1.17,0.6,2.55,3.42,0.51,-1.01,1.82,0.4,0.54,-0.3,1.54,0.35,0.02,0.53,N
223,14.57,16.85,9.1,7.04,16.28,33.42,34.64,0.05,0.05,0.03,0.04,1.5,-1.89,5.77,1.01,0.57,3.94,3.31,0.38,-0.86,0.82,0.33,0.56,-1.93,0.22,0.23,0.02,0.61,N
224,5.49,36.56,18.27,10.94,29.08,47.28,45.38,0.05,0.06,0.06,0.04,0.95,-12.6,5.99,0.52,0.51,7.48,-200.55,0.55,-0.78,-2.14,0.4,0.44,-0.55,1.01,0.95,0.02,0.65,N
225,6.09,20.1,10.24,12.26,12.85,59.82,44.67,0.06,0.04,0.14,0.11,2.65,14.57,-42.97,0.62,0.5,-5.98,-33.5,0.52,1.21,5.54,0.47,0.51,-1.11,1.48,0.65,0.02,0.65,N
